Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Min-portfolio_Portefeuille-min_fra,Dept-nbr_No-min,Dept-name_Nom-min_eng,Dept-name_Nom-min_fra,Contractor-details_Details-entrepr_eng,Contractor-details_Details-entrepr_fra,Proj-desc_eng,Proj-desc_fra,Contract-amt_Mnt-contrat,Xpnd-current-yr_Dep-ex-courant,Xpnd-to-date_Dep-a-jour
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","AFN Engineering Inc, Paradise, Newfoundland and Labrador","AFN Engineering Inc, Paradise, Terre-Neuve-et-Labrador","Inspection services, Lark Harbour, Newfoundland and Labrador","Services d'inspection, Lark Harbour, Terre-Neuve-et-Labrador",291956,19500,19500
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","AFN Engineering Inc, Paradise, Newfoundland and Labrador","AFN Engineering Inc, Paradise, Terre-Neuve-et-Labrador","Inspection services, Margaree, Newfoundland and Labrador","Services d'inspection, Margaree, Terre-Neuve-et-Labrador",262872,102062,102062
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Bronte Construction Port Dalhousie Rehabilitation Trust Account, Oakville, Ontario","Bronte Construction Port Dalhousie Rehabilitation Trust Account, Oakville, Ontario","Wharf repairs, Batchawana & Mamainse, Ontario","Réparations du quai à Batchawana et Mamainse, Ontario",253941,253941,253941
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Eddies Gravel Supply Ltd, Winnipeg Beach, Manitoba","Eddies Gravel Supply Ltd, Winnipeg Beach, Manitoba","Ramp reconstruction, Balsam Bay, Manitoba","Reconstruction de la rampe, Balsam Bay, Manitoba",350702,350702,350702
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Donald Einarson, Arnes, Manitoba","Donald Einarson, Arnes, Manitoba","Float replacement, Hecla, Manitoba","Remplacement de flotteurs, Hecla, Manitoba",411400,411400,411400
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Terry Lavallee Construction, Eriksdale, Manitoba","Terry Lavallee Construction, Eriksdale, Manitoba","Harbour improvements, Poplar River, Manitoba","Améliorations du port, Poplar River, Manitoba",321365,321365,321365
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Dominion Construction, Caperol, Ontario","Dominion Construction, Caperol, Ontario","Launch ramp rehabilitation, Gros Cap, Ontario","Remise en état de la rampe de mise à l'eau, Gros Cap, Ontario",324970,324970,324970
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Pacific Industrial & Marine, Duncan, British Columbia","Pacific Industrial & Marine, Duncan, Colombie-Britannique","Okeover wharf reconstruction, Lund, Britisih Columbia","Reconstruction du quai d'Okeover, Lund, Colombie-Britannique",2327862,2076587,2076587
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Pacific Industrial & Marine, Duncan, British Columbia","Pacific Industrial & Marine, Duncan, Colombie-Britannique","Catamaran fabrication and delivery, Lund, Britisih Columbia","Fabrication et livraison de catamarans, Lund, Colombie-Britannique",393719,393719,393719
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Online Constructors Ltd, Abbotsford, British Columbia","Online Constructors Ltd, Abbotsford, Colombie-Britannique","Ladysmith wharf reconstruction, Ladysmith, British Columbia","Reconstruction du quai de Ladysmith, Ladysmith, Colombie-Britannique",400185,322950,322950
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Osprey Electric Ltd, Campbell River, British Columbia","Osprey Electric Ltd, Campbell River, Colombie-Britannique","Okeover electrical reconstruction, Lund, British Columbia","Reconstruction électrique d'Okeover, Lund, Colombie-Britannique",250500,95491,95491
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Osprey Electric Ltd, Campbell River, British Columbia","Osprey Electric Ltd, Campbell River, Colombie-Britannique","Port Hardy electrical upgrades, Port Hardy, British Columbia","Améliorations électriques à Port Hardy, Port Hardy, Colombie-Britannique",867619,153479,153479
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Powell River Divers, Powell River, British Columbia","Powell River Divers, Powell River, Colombie-Britannique","Beakwater mooring systems, Lund, British Columbia","Systèmes d'amarrage Beakwater, Lund, Colombie-Britannique",251235,232181,232181
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Blackbird Industrial Ltd, South Slocan, British Columbia","Blackbird Industrial Ltd, South Slocan, Colombie-Britannique","Wharf and float, Comox, British Columbia","Quai et flotteur, Comox, Colombie-Britannique",508250,64360,64360
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Atlantic Automation Limited, Lower Lardoise, Nova Scotia","Atlantic Automation Limited, Lower Lardoise, Nouvelle-Écosse","Replace floating wharves at Finlay Point, Mabou, Nova Scotia","Remplacement des quais flottants à Finlay Point, Mabou, Nouvelle-Écosse",312513,312513,312513
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Entreprise St-Louis & Cie Ltee, St-Louis De Kent, New Brunswick","Entreprise St-Louis & Cie Ltee, St-Louis De Kent, Nouveau-Brunswick","Botsford breakwater repair, Murray Corner, New Brunswick","Réparation du brise-lames de Botsford, Murray Corner, Nouveau-Brunswick",804994,804994,804994
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Dunbar Construction Ltd, Fredericton, New Brunswick","Dunbar Construction Ltd, Fredericton, Nouveau-Brunswick","Reconstruct structures 403 & 405, Naufrage, Prince Edward Island","Reconstruction des structures 403 et 405, Naufrage, Île-du-Prince-Édouard",1350484,1234491,1234491
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Roy's Trucking & Landscaping Ltd, Nigadoo, New Brunswick","Roy's Trucking & Landscaping Ltd, Nigadoo, Nouveau-Brunswick","Le Goulet empty containment cell, Le Goulet, New Brunswick","Le Goulet vider cellule de confinement, Le Goulet, Nouveau-Brunswick",356657,356657,356657
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","L Breau & Fils Ltee, Neguac, New Brunswick","L Breau & Fils Ltee, Neguac, Nouveau-Brunswick","Reconstruct structure 402, Cape Tormentine, New Brunswick","Reconstruction de la structure 402, Cape Tormentine, Nouveau-Brunswick",3982332,1863462,1863462
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Rockwood Transportation Ltd, Rexton, New Brunswick","Rockwood Transportation Ltd, Rexton, Nouveau-Brunswick","Red Head breakwater construction, Morell, Prince Edward Island","Red Head construction de brise-lames, Morell, Île-du-Prince-Édouard",3292661,1200491,1200491
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","MSI Marine Systems International Inc, Saint John, New Brunswick","MSI Marine Systems International Inc, Saint John, Nouveau-Brunswick","Installation of new floating wharves, Blacks Harbour and Boynes Cove and Dipper Harbour, New Brunswick","Installation de nouveaux quais flottants, Blacks Harbour et Boynes Cove et Dipper Harbour, Nouveau-Brunswick",5421763,238680,5421763
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","West Coast Tug & Barge Ltd, Campbell River, British Columbia","West Coast Tug & Barge Ltd, Campbell River, Colombie-Britannique","Tug and Barge services for refuel of generators, North Coast Mountains, British Columbia","Services de remorqueur et de barge pour le ravitaillement en carburant des générateurs, Montagnes de la côte nord, Colombie-Britannique",1012868,801759,801759
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Mercury Transport Inc, West Vancouver, British Columbia","Mercury Transport Inc, West Vancouver, Colombie-Britannique","Rebuilding the Aids to Navigation installments on Haida Gwaii Phase 3, Haida Gwaii, British-Columbia","Reconstruction des installations pour les aides à la navigation à Haida Gwaii Phase 3, Haida Gwaii, Colombie-Britannique",688000,596000,596000
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Gemtec Consulting Engineers and Scientists Limited, Dartmouth, Nova Scotia","Gemtec Consulting Engineers and Scientists Limited, Dartmouth, Nouvelle-Écosse","St. Andrews Biological Station pumphouse, Saint Andrews, New Brunswick","La station biologique de St. Andrews station de pompage, Saint Andrews, Nouveau-Brunswick",258302,258302,258302
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Tech Construction Limited, Corner Brook, Newfoundland and Labrador","Tech Construction Limited, Corner Brook, Terre-Neuve-et-Labrador","Building envelope replacement, Burgeo, Newfoundland and Labrador","Remplacement de l'enveloppe du bâtiment, Burgeo, Terre-Neuve-et-Labrador",682212,181753,181753
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Tech Construction Limited, Corner Brook, Newfoundland and Labrador","Tech Construction Limited, Corner Brook, Terre-Neuve-et-Labrador","Building envelope replacement, Lark Harbour, Newfoundland and Labrador","Remplacement de l'enveloppe du bâtiment, Lark Harbour, Terre-Neuve-et-Labrador",649362,649362,649362
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Brook Construction (2007) Inc, Corner Brook, Newfoundland and Labrador","Brook Construction (2007) Inc, Corner Brook, Terre-Neuve-et-Labrador","Electrical upgrades, Bay of Islands, Newfoundland and Labrador","Améliorations électriques, Bay of Islands, Terre-Neuve-et-Labrador",329001,319613,319613
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","RJG Construction Ltd, St. John's, Newfoundland and Labrador","RJG Construction Ltd, St. John's, Terre-Neuve-et-Labrador","Helipad replacement, Ramea, Newfoundland and Labrador","Remplacement d'une hélistation, Ramea, Terre-Neuve et Labrador",328726,234101,234101
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","68028 Newfoundland & Labrador Corp, Hughes Brook, Newfoundland and Labrador","68028 Newfoundland & Labrador Corp, Hughes Brook, Terre-Neuve-et-Labrador","Wharf reconstruction, Burgeo, Newfoundland and Labrador","Reconstruction du quai, Burgeo, Terre-Neuve-et-Labrador",514480,514480,514480
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","RJG Construction Ltd, St. John's, Newfoundland and Labrador","RJG Construction Ltd, St. John's, Terre-Neuve-et-Labrador","Wharf construction, Lark Harbour, Newfoundland and Labrador","Construction du quai, Lark Harbour, Terre-Neuve-et-Labrador",13943304,4945000,4946500
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Talon Energy Services Inc, Mount Pearl, Newfoundland and Labrador","Talon Energy Services Inc, Mount Pearl, Terre-Neuve-et-Labrador","Bridge construction, Cape Race, Newfoundland and Labrador","Construction du pont, Cape Race, Terre-Neuve-et-Labrador",637276,593115,593115
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Avondale Construction Limited, Halifax, Nova Scotia","Avondale Construction Limited, Halifax, Nouvelle-Écosse","Bedford Institute of Oceanography Ellis Lab Envelope, Dartmouth, Nova Scotia","Enveloppe du laboratoire Ellis de l'Institut océanographique de Bedford, Dartmouth, Nouvelle-Écosse",261187,261187,261187
